"AccessionID","State","OriginLab","SubmittingLab"
"EPI_ISL_4460124","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_4460126","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_4460127","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_4460129","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4460131","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4460132","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4460134","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4460135","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4460136","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4460137","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4460138","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4460139","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4460181","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4460395","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_5051747","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_5051751","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_5051752","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_5051755","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_4460393","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4460107","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_4460122","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_4460125","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_4460130","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_5052186","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_5052187","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_5052188","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_5052189","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_5052190","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_5052192","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_5052193","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_5052194","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_5052195","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_5398318","Sarawak","Hospital Sibu","IMR"
"EPI_ISL_5052185","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_5398926","Sarawak","Hospital Sibu","IMR"
"EPI_ISL_6586439","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_6967830","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_6967880","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_6967822","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_6967834","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_6967840","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_6967999","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_6967845","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_6968005","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_6967851","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_6967854","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_6967863","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_6967865","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_6967870","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_6967876","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_6967888","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_6967894","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_6967902","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_6967907","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_6967914","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_6967920","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_6967929","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_6967934","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_6967940","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_6967942","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_6967946","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_6967957","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_6967968","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_6967970","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_6967980","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_6967988","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_6968021","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_6968032","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_6970444","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_8650140","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_8650150","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_8650059","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_2535626","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_2535651","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_10652475","Perak","Hospital Raja Permaisuri Bainun","UMMC"
"EPI_ISL_2549562","Selangor","Gribbles Pathology Sdn Bhd","IMR"
"EPI_ISL_3762496","Perak","Hospital Raja Permaisuri Bainun","IMR"
"EPI_ISL_6913883","Selangor","Jabatan Kesihatan Negeri Selangor","IMR"
"EPI_ISL_6712887","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_13026049","Selangor","DNA Laboratories Sdn Bhd","IBS-UPM"
"EPI_ISL_3765760","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_7468625","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_7468627","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_9579165","Pahang","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"EPI_ISL_4853533","Selangor","Hospital Banting","MGVI"
"EPI_ISL_5428532","Selangor","Hospital Kajang","MGVI"
"EPI_ISL_5782404","Selangor","HPUPM","HPUPM"
"EPI_ISL_7468573","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_7468595","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_7468597","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_7468596","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_8188752","Sarawak","Hospital Miri","UNIMAS"
"EPI_ISL_8188753","Sarawak","Hospital Miri","UNIMAS"
"EPI_ISL_4557932","Selangor","Hospital Ampang","MGVI"
"EPI_ISL_7468589","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_7457717","Selangor","Klinik Kesihatan Salak","IMR"
"EPI_ISL_7468623","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_7888696","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_7468574","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_10652469","Perak","Pejabat Kesihatan Daerah Muallim","UMMC"
"EPI_ISL_5428522","Selangor","Hospital Ampang","MGVI"
"EPI_ISL_5261911","Pahang","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"EPI_ISL_5881278","Johor","Hospital Enche' Besar Hajjah Khalsom","UMBI-UKM"
"EPI_ISL_6773974","Selangor","Hospital Sungai Buloh","IMR"
"EPI_ISL_8170475","Kelantan","Hospital Raja Perempuan Zainab II","TIDREC-UM"
"EPI_ISL_8170486","Kelantan","Hospital Raja Perempuan Zainab II","TIDREC-UM"
"EPI_ISL_8170514","Kelantan","Hospital Raja Perempuan Zainab II","TIDREC-UM"
"EPI_ISL_8170516","Kelantan","Pejabat Kesihatan Daerah Tanah Merah","TIDREC-UM"
"EPI_ISL_8745640","WP Labuan","Jabatan Kesihatan WP Labuan","MGVI"
"EPI_ISL_10431139","Kelantan","HUSM","HUSM"
"EPI_ISL_10431138","Kelantan","HUSM","HUSM"
"EPI_ISL_10189543","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_10431131","Kelantan","HUSM","HUSM"
"EPI_ISL_10590731","WP Kuala Lumpur","Hospital Kuala Lumpur","MGVI"
"EPI_ISL_11078704","WP Kuala Lumpur","UMBI-UKM","UMBI-UKM"
"EPI_ISL_10810968","Kelantan","Hospital Raja Perempuan Zainab II","TIDREC-UM"
"EPI_ISL_10969067","Kelantan","Hospital Raja Perempuan Zainab II","TIDREC-UM"
"EPI_ISL_11078702","WP Kuala Lumpur","UMBI-UKM","UMBI-UKM"
"EPI_ISL_11332665","Kelantan","Hospital Raja Perempuan Zainab II","TIDREC-UM"
"EPI_ISL_11344851","Kelantan","HUSM","HUSM"
"EPI_ISL_7468604","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_7468603","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_7468608","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_7468605","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_7468601","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_7468607","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_7468577","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_7468606","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_7468579","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_7468602","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_8170532","Terengganu","Jabatan Kesihatan Negeri Terengganu","TIDREC-UM"
"EPI_ISL_8745635","Sabah","Pejabat Kesihatan Kawasan Sandakan","MGVI"
"EPI_ISL_10590716","Selangor","Hospital Ampang","MGVI"
"EPI_ISL_10942289","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_7468576","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_3762822","Johor","Pejabat Kesihatan Daerah Kluang","IMR"
"EPI_ISL_4096793","Sabah","Hospital Lahad Datu","IMR"
"EPI_ISL_4051772","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_4051774","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_4051778","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_4051779","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_4051780","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_4051785","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_4051793","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051807","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_4051808","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_4051810","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_4051813","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_4051816","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_4051820","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4051829","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051683","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051686","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051688","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051738","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051743","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051753","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051761","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051763","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051849","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051765","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051766","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051767","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051768","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051769","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051770","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_4051771","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_4051773","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_4051775","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_4051776","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_4051777","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_4051781","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_4051783","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_4051786","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_4051787","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_4051790","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051791","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051792","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051797","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_4051798","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_4051799","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_4051801","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_4051802","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_4051803","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_4051804","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_4051805","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_4051809","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_4051812","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_4051814","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_4051815","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_4051817","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_4051818","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_4051819","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4051821","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4051822","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4051824","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4051826","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4051827","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_4051830","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051831","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051837","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051838","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051842","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051844","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051845","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051677","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051680","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051681","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_4051682","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051685","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051689","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051690","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051691","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051692","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051693","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051694","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051697","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_4051698","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_4051699","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_4051700","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_4051701","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_4051705","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_4051706","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051707","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051708","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051710","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051711","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051712","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051714","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051716","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051717","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051718","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051719","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051720","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051721","Sarawak","Hospital Miri","UNIMAS"
"EPI_ISL_4051722","Sarawak","Hospital Miri","UNIMAS"
"EPI_ISL_4051723","Sarawak","Hospital Miri","UNIMAS"
"EPI_ISL_4051724","Sarawak","Hospital Miri","UNIMAS"
"EPI_ISL_4051725","Sarawak","Hospital Miri","UNIMAS"
"EPI_ISL_4051727","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4051728","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4051730","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051731","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051733","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051735","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051737","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051740","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051741","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051846","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4051744","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051745","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051746","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051747","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051749","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051750","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051751","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051752","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051754","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051755","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051756","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051757","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051758","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051759","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051764","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051848","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4051852","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051859","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_4051860","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4051861","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051864","Sarawak","Hospital Miri","UNIMAS"
"EPI_ISL_4051715","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051782","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_4051828","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_4051796","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_4051794","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051789","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_4051760","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051736","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051734","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051713","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051702","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_4051703","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_4051687","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051684","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_4051847","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_4051850","Sarawak","Ministry of Health Hospital","UNIMAS"
"EPI_ISL_3769365","Pahang","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"EPI_ISL_3769367","Pahang","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"EPI_ISL_3769369","Pahang","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"EPI_ISL_3945542","Johor","Hospital Sultanah Nora Ismail","UMBI-UKM"
"EPI_ISL_3858185","Johor","Hospital Sultanah Nora Ismail","UMBI-UKM"
"EPI_ISL_4051825","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4051823","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4051800","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_4051788","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_4051762","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051732","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_4051704","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_4051696","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_4096794","Sabah","Hospital Lahad Datu","IMR"
"EPI_ISL_3858183","Johor","Hospital Enche' Besar Hajjah Khalsom","UMBI-UKM"
"EPI_ISL_3858184","Johor","Hospital Sultanah Nora Ismail","UMBI-UKM"
"EPI_ISL_4071997","Johor","Hospital Sultanah Nora Ismail","UMBI-UKM"
"EPI_ISL_4071988","Johor","Hospital Enche' Besar Hajjah Khalsom","UMBI-UKM"
"EPI_ISL_4601565","Sabah","Hospital Lahad Datu","MGVI"
"EPI_ISL_4601571","Sabah","Hospital Lahad Datu","MGVI"
"EPI_ISL_4853569","Sabah","Hospital Lahad Datu","MGVI"
"EPI_ISL_4853951","Sabah","Pejabat Kesihatan Kawasan Tawau","MGVI"
"EPI_ISL_4853957","Sabah","Pejabat Kesihatan Kawasan Tawau","MGVI"
"EPI_ISL_4348271","Sabah","Hospital Lahad Datu","IMR"
"EPI_ISL_4602788","Sabah","Hospital Duchess of Kent","IMR"
"EPI_ISL_4730443","Sabah","Hospital Lahad Datu","IMR"
"EPI_ISL_4346360","Sabah","Pejabat Kesihatan Kawasan Tawau","IMR"
"EPI_ISL_4348365","Selangor","Hospital Thomson Kota Damansara","IMR"
"EPI_ISL_4101548","Sabah","Pejabat Kesihatan Kawasan Kinabatangan","IMR"
"EPI_ISL_4101558","Sabah","Pusat Kawalan Penyakit Kinabatangan","IMR"
"EPI_ISL_4460186","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4460187","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4460188","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4460189","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4460191","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4460192","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4460195","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4460196","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4460200","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4460201","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4460202","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4460203","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4460208","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_4460211","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_4460212","Sarawak","Hospital Miri","UNIMAS"
"EPI_ISL_4460213","Sarawak","Hospital Miri","UNIMAS"
"EPI_ISL_4460214","Sarawak","Hospital Miri","UNIMAS"
"EPI_ISL_4460215","Sarawak","Hospital Miri","UNIMAS"
"EPI_ISL_4460216","Sarawak","Hospital Miri","UNIMAS"
"EPI_ISL_4460217","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_4460218","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_4460219","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_4460220","Sarawak","Hospital Sibu","UNIMAS"
"EPI_ISL_5051770","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4460068","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4460079","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4460080","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4460082","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4460083","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4460084","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4460086","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4460087","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4460090","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4460092","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_4460099","Sarawak","Hospital Miri","UNIMAS"
"EPI_ISL_4460100","Sarawak","Hospital Miri","UNIMAS"
"EPI_ISL_4460102","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_4460103","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_4460111","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_4460112","Sarawak","Borneo Medical Centre","UNIMAS"
